Date,TransactionNumber,MerchantID,Amount,Reference,Particulars,Status,CardNumber,CVV,CardName,RefundDate,RefundTransactionNumber,RefundedAmount,CardType,RefundReference,RefundParticulars
6/12/2022 5:33,P2212B0043177804,632998,16,WebpaymentC,WebPayC,Blocked,361295****2349,1031,UX BOT,6/12/2022 5:33,P221210018176942,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:34,P2212B0043177806,632998,17,WebpaymentRef,WebPayC,Blocked,411111******1111,1031,UX BOT,6/12/2022 5:34,P221210018176943,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:34,P2212B0043177810,632998,18,Webpayment123,WebPayC,Blocked,558715******1374,1031,UX BOT,6/12/2022 5:34,P221210018176945,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:34,P2212B0043177812,632998,19,Webpayment@123,WebPayC,Blocked,222100******2347,1031,UX BOT,6/12/2022 5:34,P221210018176947,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:34,P2212B0043177814,632998,20,Webpayment&ryrtd123,WebPayC,Blocked,345678*****4564,1031,UX BOT,6/12/2022 5:34,P221210018176948,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:35,P2212B0043177816,632998,21,123,WebPayC,Blocked,601531******5676,1031,UX BOT,6/12/2022 5:34,P221210018176949,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
6/12/2022 5:35,P2212B0043177818,632998,22,123@avcd%,WebPayC,Blocked,361295****2349,1031,UX BOT,6/12/2022 5:35,P221210018176950,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 0:33,P221210018185286,632998,100,MasterCard 00,Capture AND Refund,Successful,512345******2346,1023,SUCCESSFUL,7/12/2022 0:33,P221210018185285,100,MasterCard 00,Capture AND Refund,testuatautomation@gmail.com
7/12/2022 0:34,P221210018185289,632998,100,Visa 00,Capture AND Refund,Successful,498765******8769,1023,SUCCESSFUL,7/12/2022 0:33,P221210018185288,100,Visa 00,Capture AND Refund,testuatautomation@gmail.com
7/12/2022 0:34,P221210018185294,632998,100,American Express 00,Capture AND Refund,Successful,345678*****4564,1023,SUCCESSFUL,7/12/2022 0:34,P221210018185293,100,American Express 00,Capture AND Refund,testuatautomation@gmail.com
7/12/2022 0:34,P221210018185297,632998,100,Diners Club 00,Capture AND Refund,Successful,361295****2349,1023,SUCCESSFUL,7/12/2022 0:34,P221210018185296,100,Diners Club 00,Capture AND Refund,testuatautomation@gmail.com
7/12/2022 0:34,P221210018185300,632998,100,QCard 00,Capture AND Refund,Successful,601531******5676,1023,SUCCESSFUL,7/12/2022 0:34,P221210018185299,100,QCard 00,Capture AND Refund,testuatautomation@gmail.com
7/12/2022 1:55,P2212O0018185970,632998,1,OE_DPRefund,UxDpOERefund,Successful,,,,7/12/2022 1:55,P2212O0018185969,30,OE_DP,UxDpOE,API\110387
7/12/2022 1:55,P2212O0018185974,632998,0.5,OE123Refund,UxDpOERefund,Successful,,,,7/12/2022 1:55,P2212O0018185972,30,OE123,UxDpOE,API\110387
7/12/2022 1:55,P2212O0018185976,632998,27,OE@123Refund,UxDpOERefund,Successful,,,,7/12/2022 1:55,P2212O0018185975,30,OE@123,UxDpOE,API\110387
7/12/2022 1:55,P2212O0018185978,632998,30,W8596079@123Refund,UxDpOERefund,Successful,,,,7/12/2022 1:55,P2212O0018185977,30,W8596079@123,UxDpOE,API\110387
7/12/2022 1:56,P2212O0018185980,632998,14,OE_DPRefund,UxDpOERefund,Successful,,,,7/12/2022 1:55,P2212O0018185979,30,OE_DP,UxDpOE,API\110387
7/12/2022 1:56,P2212O0018185983,632998,14,15OERefund,UxDpOERefund,Successful,,,,7/12/2022 1:56,P2212O0018185981,30,15OE,UxDpOE,API\110387
7/12/2022 1:56,P2212O0018185986,632998,14,OE00Refund,UxDpOERefund,Successful,,,,7/12/2022 1:56,P2212O0018185984,30,OE00,UxDpOE,API\110387
7/12/2022 1:56,P2212O0018185988,632998,14,Or2FUqKhHxEGHCbQZf6tbWPCMUCaMfn7VrDUG7jMEel9Refund,UxDpOERefund,Successful,,,,7/12/2022 1:56,P2212O0018185987,30,Or2FUqKhHxEGHCbQZf6tbWPCMUCaMfn7VrDUG7jMEel9,UxDpOE,API\110387
7/12/2022 1:56,P2212O0018185990,632998,30,OE_DPRefund,UxDpOERefund,Successful,,,,7/12/2022 1:56,P2212O0018185989,30,OE_DP,UxDpOE,API\110387
7/12/2022 1:57,P2212O0018185992,632998,13,OE768%Refund,UxDpOERefund,Successful,,,,7/12/2022 1:57,P2212O0018185991,30,OE768%,UxDpOE,API\110387
7/12/2022 1:57,P2212O0018185995,632998,30,OE00Refund,UxDpOERefund,Successful,,,,7/12/2022 1:57,P2212O0018185993,30,OE00,UxDpOE,API\110387
7/12/2022 1:57,P2212O0018185998,632998,10,15OERefund,UxDpOERefund,Successful,,,,7/12/2022 1:57,P2212O0018185996,30,15OE,UxDpOE,API\110387
7/12/2022 1:57,P2212O0018186000,632998,2,Or2FUqKhHxEGHCbQZf6tbWPCMUCaMfn7VrDUG7jMEel9Refund,UxDpOERefund,Successful,,,,7/12/2022 1:57,P2212O0018185999,30,Or2FUqKhHxEGHCbQZf6tbWPCMUCaMfn7VrDUG7jMEel9,UxDpOE,API\110387
7/12/2022 1:57,P2212O0018186002,632998,10,OEORefund,UxDpOERefund,Successful,,,,7/12/2022 1:57,P2212O0018186001,30,OEO,UxDpOE,API\110387
7/12/2022 2:19,P221210018186141,632998,100,Non3DS 00,Non3DS 00,Successful,512345******2346,1023,SUCCESSFUL,7/12/2022 2:19,P221210018186139,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
7/12/2022 2:19,P221210018186143,632998,100,Non3DS 00,Non3DS 00,Successful,498765******8769,1023,SUCCESSFUL,7/12/2022 2:19,P221210018186142,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
7/12/2022 2:19,P221210018186145,632998,100,Non3DS 00,Non3DS 00,Successful,345678*****4564,1023,SUCCESSFUL,7/12/2022 2:19,P221210018186144,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
7/12/2022 2:19,P221210018186147,632998,100,Non3DS 00,Non3DS 00,Successful,361295****2349,1023,SUCCESSFUL,7/12/2022 2:19,P221210018186146,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
7/12/2022 2:20,P221210018186149,632998,100,Non3DS 00,Non3DS 00,Successful,601531******5676,1023,SUCCESSFUL,7/12/2022 2:20,P221210018186148,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
7/12/2022 3:31,P221210018186398,632998,30,UXRefFilterRefund,UxTransactionFilterRefund,Successful,512345******0008,139,UXBOT,7/12/2022 3:31,P2212T0043187352,30,UXRefFilter,UxTransactionFilter,API\110387
7/12/2022 3:31,P221210018186402,632998,30,UXRefFilterRefund,UxTransactionFilterRefund,Successful,512345******0008,139,UXBOT,7/12/2022 3:31,P2212T0043187355,30,UXRefFilter,UxTransactionFilter,API\110387
7/12/2022 3:46,P221210018186489,632998,6,Refund,Refund UX,Successful,411111******1111,1232,Ux Bot,7/12/2022 3:46,P221210018186487,20,VTR,Card txn,testuatautomation@gmail.com
7/12/2022 3:46,P2212B0043187443,632998,30,Refund,Refund UX,Blocked,411111******1111,1232,Ux Bot,7/12/2022 3:46,P221210018186491,20,VTR,Card txn,testuatautomation@gmail.com
7/12/2022 3:47,P2212O0018186494,632998,6,Refund,Refund UX,Successful,,,,7/12/2022 3:47,P2212O0018186492,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:47,P2212O0018186498,632998,6,Refund,Refund UX,Successful,,,,7/12/2022 3:47,P2212O0018186495,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:48,P2212O0018186501,632998,6,Refund,Refund UX,Successful,,,,7/12/2022 3:47,P2212O0018186500,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:48,P2212O0018186503,632998,6,Refund,Refund UX,Successful,,,,7/12/2022 3:48,P2212O0018186502,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:48,P2212O0018186506,632998,6,Refund,Refund UX,Successful,,,,7/12/2022 3:48,P2212O0018186504,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:49,P2212O0018186509,632998,6,Refund123,Refund UX,Successful,,,,7/12/2022 3:48,P2212O0018186507,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:49,P2212O0018186511,632998,6,Refundabc,Refund UX,Successful,,,,7/12/2022 3:49,P2212O0018186510,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:49,P2212O0018186513,632998,6,Refund@%123,Refund UX,Successful,,,,7/12/2022 3:49,P2212O0018186512,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:49,P2212O0018186517,632998,6,Refund7,Refund UX,Successful,,,,7/12/2022 3:49,P2212O0018186515,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:50,P2212O0018186519,632998,6,Or2FUqKhHxEGHCbQZf6tbWPCMUCaMfn7VrDUG7jMEel9vsFCPc,Refund UX,Successful,,,,7/12/2022 3:50,P2212O0018186518,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:50,P2212B0043187473,632998,26,Refund,Refund UX,Blocked,411111******1111,1234,UX BOT,7/12/2022 3:50,P221210018186520,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:50,P2212B0043187475,632998,25.01,Refund,Refund UX,Blocked,345678*****4564,1234,UX BOT,7/12/2022 3:50,P221210018186521,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:50,P2212B0043187477,632998,99,Refund,Refund UX,Blocked,601531******5676,1234,UX BOT,7/12/2022 3:50,P221210018186522,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:50,P2212B0043187480,632998,25.99,123Refund,Refund UX,Blocked,558715******1374,1234,UX BOT,7/12/2022 3:50,P221210018186524,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:51,P2212B0043187483,632998,26,Refund,Refund UX,Blocked,222100******2347,223,UX Token Bot,7/12/2022 3:50,P221210018186526,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:51,P2212B0043187485,632998,26.12,Refund,Refund UX,Blocked,512345******2346,1023,SUCCESSFUL,7/12/2022 3:51,P221210018186527,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:51,P2212B0043187487,632998,25.99,Refund@234,Refund UX,Blocked,345678*****4564,1234,UX BOT,7/12/2022 3:51,P221210018186528,25,Refund,Refund,testuatautomation@gmail.com
7/12/2022 3:54,P221210018186545,632998,5,WebpaymentC,WebPayC,Successful,411111******1111,1031,UX BOT,7/12/2022 3:54,P221210018186544,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:54,P221210018186547,632998,9,WebpaymentC,WebPayC,Successful,558715******1374,1031,UX BOT,7/12/2022 3:54,P221210018186546,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:54,P221210018186549,632998,10,WebpaymentC,WebPayC,Successful,222100******2347,1031,UX BOT,7/12/2022 3:54,P221210018186548,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:54,P221210018186552,632998,7,WebpaymentC,WebPayC,Successful,345678*****4564,1031,UX BOT,7/12/2022 3:54,P221210018186550,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:55,P221210018186555,632998,7,WebpaymentC,WebPayC,Successful,601531******5676,1031,UX BOT,7/12/2022 3:55,P221210018186554,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:55,P221210018186557,632998,2,WebpaymentC,WebPayC,Successful,361295****2349,1031,UX BOT,7/12/2022 3:55,P221210018186556,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:55,P221210018186559,632998,5,WebpaymentRef,WebPayC,Successful,411111******1111,1031,UX BOT,7/12/2022 3:55,P221210018186558,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:56,P221210018186562,632998,9,Webpayment123,WebPayC,Successful,558715******1374,1031,UX BOT,7/12/2022 3:55,P221210018186560,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:56,P221210018186565,632998,10,Webpayment@123,WebPayC,Successful,222100******2347,1031,UX BOT,7/12/2022 3:56,P221210018186564,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:56,P221210018186567,632998,7,Webpayment&ryrtd123,WebPayC,Successful,345678*****4564,1031,UX BOT,7/12/2022 3:56,P221210018186566,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:56,P221210018186569,632998,7,123,WebPayC,Successful,601531******5676,1031,UX BOT,7/12/2022 3:56,P221210018186568,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:57,P221210018186572,632998,2,123@avcd%,WebPayC,Successful,361295****2349,1031,UX BOT,7/12/2022 3:57,P221210018186571,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:57,P2212B0043187534,632998,11,WebpaymentC,WebPayC,Blocked,411111******1111,1031,UX BOT,7/12/2022 3:57,P221210018186574,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:57,P2212B0043187536,632998,12,WebpaymentC,WebPayC,Blocked,558715******1374,1031,UX BOT,7/12/2022 3:57,P221210018186575,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:57,P2212B0043187538,632998,13,WebpaymentC,WebPayC,Blocked,222100******2347,1031,UX BOT,7/12/2022 3:57,P221210018186576,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:58,P2212B0043187541,632998,14,WebpaymentC,WebPayC,Blocked,345678*****4564,1031,UX BOT,7/12/2022 3:58,P221210018186578,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:58,P2212B0043187544,632998,14,WebpaymentC,WebPayC,Blocked,601531******5676,1031,UX BOT,7/12/2022 3:58,P221210018186580,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:58,P2212B0043187546,632998,16,WebpaymentC,WebPayC,Blocked,361295****2349,1031,UX BOT,7/12/2022 3:58,P221210018186581,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:59,P2212B0043187548,632998,17,WebpaymentRef,WebPayC,Blocked,411111******1111,1031,UX BOT,7/12/2022 3:58,P221210018186582,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:59,P2212B0043187551,632998,18,Webpayment123,WebPayC,Blocked,558715******1374,1031,UX BOT,7/12/2022 3:59,P221210018186584,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:59,P2212B0043187554,632998,19,Webpayment@123,WebPayC,Blocked,222100******2347,1031,UX BOT,7/12/2022 3:59,P221210018186586,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 3:59,P2212B0043187556,632998,20,Webpayment&ryrtd123,WebPayC,Blocked,345678*****4564,1031,UX BOT,7/12/2022 3:59,P221210018186587,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 4:00,P2212B0043187559,632998,21,123,WebPayC,Blocked,601531******5676,1031,UX BOT,7/12/2022 4:00,P221210018186588,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 4:00,P2212B0043187562,632998,22,123@avcd%,WebPayC,Blocked,361295****2349,1031,UX BOT,7/12/2022 4:00,P221210018186591,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
7/12/2022 4:06,P2212O0018186607,632998,1,WebpaymentO,WebPayOE,Successful,,,,7/12/2022 4:06,P2212O0043187584,30,WebpaymentO,WebPayOE,testuatautomation@gmail.com
7/12/2022 4:06,P2212O0018186609,632998,0.5,Webpay123,WebPayOE,Successful,,,,7/12/2022 4:06,P2212O0043187587,30,WebpaymentO,WebPayOE,testuatautomation@gmail.com
7/12/2022 4:07,P2212O0018186610,632998,27,Webpay@123,WebPayOE,Successful,,,,7/12/2022 4:07,P2212O0043187589,30,WebpaymentO,WebPayOE,testuatautomation@gmail.com
7/12/2022 4:07,P2212O0018186612,632998,30,W8596079@123,WebPayOE,Successful,,,,7/12/2022 4:07,P2212O0043187592,30,WebpaymentO,WebPayOE,testuatautomation@gmail.com
7/12/2022 4:07,P2212O0018186614,632998,30,WebpaymentO,WebPayOE,Successful,,,,7/12/2022 4:07,P2212O0043187595,30,WebpaymentO,WebPayOE,testuatautomation@gmail.com
7/12/2022 4:08,P2212O0018186615,632998,13,Webpayment768%,WebPayOE,Successful,,,,7/12/2022 4:08,P2212O0043187597,30,WebpaymentO,WebPayOE,testuatautomation@gmail.com
8/12/2022 0:35,P221210018195540,632998,100,MasterCard 00,Capture AND Refund,Successful,512345******2346,1023,SUCCESSFUL,8/12/2022 0:35,P221210018195538,100,MasterCard 00,Capture AND Refund,testuatautomation@gmail.com
8/12/2022 0:35,P221210018195544,632998,100,Visa 00,Capture AND Refund,Successful,498765******8769,1023,SUCCESSFUL,8/12/2022 0:35,P221210018195543,100,Visa 00,Capture AND Refund,testuatautomation@gmail.com
8/12/2022 0:35,P221210018195547,632998,100,American Express 00,Capture AND Refund,Successful,345678*****4564,1023,SUCCESSFUL,8/12/2022 0:35,P221210018195546,100,American Express 00,Capture AND Refund,testuatautomation@gmail.com
8/12/2022 0:36,P221210018195553,632998,100,Diners Club 00,Capture AND Refund,Successful,361295****2349,1023,SUCCESSFUL,8/12/2022 0:35,P221210018195552,100,Diners Club 00,Capture AND Refund,testuatautomation@gmail.com
8/12/2022 0:36,P221210018195558,632998,100,QCard 00,Capture AND Refund,Successful,601531******5676,1023,SUCCESSFUL,8/12/2022 0:36,P221210018195556,100,QCard 00,Capture AND Refund,testuatautomation@gmail.com
8/12/2022 1:46,P2212O0018196228,632998,1,OE_DPRefund,UxDpOERefund,Successful,,,,8/12/2022 1:46,P2212O0018196226,30,OE_DP,UxDpOE,API\110387
8/12/2022 1:46,P2212O0018196230,632998,0.5,OE123Refund,UxDpOERefund,Successful,,,,8/12/2022 1:46,P2212O0018196229,30,OE123,UxDpOE,API\110387
8/12/2022 1:46,P2212O0018196233,632998,27,OE@123Refund,UxDpOERefund,Successful,,,,8/12/2022 1:46,P2212O0018196232,30,OE@123,UxDpOE,API\110387
8/12/2022 1:47,P2212O0018196235,632998,30,W8596079@123Refund,UxDpOERefund,Successful,,,,8/12/2022 1:46,P2212O0018196234,30,W8596079@123,UxDpOE,API\110387
8/12/2022 1:47,P2212O0018196237,632998,14,OE_DPRefund,UxDpOERefund,Successful,,,,8/12/2022 1:47,P2212O0018196236,30,OE_DP,UxDpOE,API\110387
8/12/2022 1:47,P2212O0018196240,632998,14,15OERefund,UxDpOERefund,Successful,,,,8/12/2022 1:47,P2212O0018196238,30,15OE,UxDpOE,API\110387
8/12/2022 1:47,P2212O0018196242,632998,14,OE00Refund,UxDpOERefund,Successful,,,,8/12/2022 1:47,P2212O0018196241,30,OE00,UxDpOE,API\110387
8/12/2022 1:47,P2212O0018196245,632998,14,Or2FUqKhHxEGHCbQZf6tbWPCMUCaMfn7VrDUG7jMEel9Refund,UxDpOERefund,Successful,,,,8/12/2022 1:47,P2212O0018196244,30,Or2FUqKhHxEGHCbQZf6tbWPCMUCaMfn7VrDUG7jMEel9,UxDpOE,API\110387
8/12/2022 1:48,P2212O0018196247,632998,30,OE_DPRefund,UxDpOERefund,Successful,,,,8/12/2022 1:47,P2212O0018196246,30,OE_DP,UxDpOE,API\110387
8/12/2022 1:48,P2212O0018196249,632998,13,OE768%Refund,UxDpOERefund,Successful,,,,8/12/2022 1:48,P2212O0018196248,30,OE768%,UxDpOE,API\110387
8/12/2022 1:48,P2212O0018196252,632998,30,OE00Refund,UxDpOERefund,Successful,,,,8/12/2022 1:48,P2212O0018196250,30,OE00,UxDpOE,API\110387
8/12/2022 1:48,P2212O0018196254,632998,10,15OERefund,UxDpOERefund,Successful,,,,8/12/2022 1:48,P2212O0018196253,30,15OE,UxDpOE,API\110387
8/12/2022 1:48,P2212O0018196257,632998,2,Or2FUqKhHxEGHCbQZf6tbWPCMUCaMfn7VrDUG7jMEel9Refund,UxDpOERefund,Successful,,,,8/12/2022 1:48,P2212O0018196256,30,Or2FUqKhHxEGHCbQZf6tbWPCMUCaMfn7VrDUG7jMEel9,UxDpOE,API\110387
8/12/2022 1:49,P2212O0018196259,632998,10,OEORefund,UxDpOERefund,Successful,,,,8/12/2022 1:48,P2212O0018196258,30,OEO,UxDpOE,API\110387
8/12/2022 2:09,P221210018196377,632998,100,Non3DS 00,Non3DS 00,Successful,512345******2346,1023,SUCCESSFUL,8/12/2022 2:09,P221210018196375,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
8/12/2022 2:09,P221210018196379,632998,100,Non3DS 00,Non3DS 00,Successful,498765******8769,1023,SUCCESSFUL,8/12/2022 2:09,P221210018196378,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
8/12/2022 2:09,P221210018196381,632998,100,Non3DS 00,Non3DS 00,Successful,345678*****4564,1023,SUCCESSFUL,8/12/2022 2:09,P221210018196380,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
8/12/2022 2:09,P221210018196383,632998,100,Non3DS 00,Non3DS 00,Successful,361295****2349,1023,SUCCESSFUL,8/12/2022 2:09,P221210018196382,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
8/12/2022 2:10,P221210018196385,632998,100,Non3DS 00,Non3DS 00,Successful,601531******5676,1023,SUCCESSFUL,8/12/2022 2:10,P221210018196384,100,Non3DS 00,Non3DS 00,testuatautomation@gmail.com
8/12/2022 3:21,P221210018196624,632998,30,UXRefFilterRefund,UxTransactionFilterRefund,Successful,512345******0008,139,UXBOT,8/12/2022 3:21,P2212T0043198127,30,UXRefFilter,UxTransactionFilter,API\110387
8/12/2022 3:22,P221210018196629,632998,30,UXRefFilterRefund,UxTransactionFilterRefund,Successful,512345******0008,139,UXBOT,8/12/2022 3:22,P2212T0043198130,30,UXRefFilter,UxTransactionFilter,API\110387
8/12/2022 3:33,P221210018196700,632998,6,Refund,Refund UX,Successful,411111******1111,1232,Ux Bot,8/12/2022 3:33,P221210018196699,20,VTR,Card txn,testuatautomation@gmail.com
8/12/2022 3:34,P2212B0043198203,632998,30,Refund,Refund UX,Blocked,411111******1111,1232,Ux Bot,8/12/2022 3:34,P221210018196701,20,VTR,Card txn,testuatautomation@gmail.com
8/12/2022 3:34,P2212O0018196704,632998,6,Refund,Refund UX,Successful,,,,8/12/2022 3:34,P2212O0018196703,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:34,P2212O0018196707,632998,6,Refund,Refund UX,Successful,,,,8/12/2022 3:34,P2212O0018196706,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:35,P2212O0018196710,632998,6,Refund,Refund UX,Successful,,,,8/12/2022 3:35,P2212O0018196708,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:35,P2212O0018196712,632998,6,Refund,Refund UX,Successful,,,,8/12/2022 3:35,P2212O0018196711,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:35,P2212O0018196715,632998,6,Refund,Refund UX,Successful,,,,8/12/2022 3:35,P2212O0018196713,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:36,P2212O0018196717,632998,6,Refund123,Refund UX,Successful,,,,8/12/2022 3:35,P2212O0018196716,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:36,P2212O0018196720,632998,6,Refundabc,Refund UX,Successful,,,,8/12/2022 3:36,P2212O0018196719,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:36,P2212O0018196722,632998,6,Refund@%123,Refund UX,Successful,,,,8/12/2022 3:36,P2212O0018196721,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:36,P2212O0018196725,632998,6,Refund7,Refund UX,Successful,,,,8/12/2022 3:36,P2212O0018196724,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:37,P2212O0018196728,632998,6,Or2FUqKhHxEGHCbQZf6tbWPCMUCaMfn7VrDUG7jMEel9vsFCPc,Refund UX,Successful,,,,8/12/2022 3:37,P2212O0018196726,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:37,P2212B0043198231,632998,26,Refund,Refund UX,Blocked,411111******1111,1234,UX BOT,8/12/2022 3:37,P221210018196729,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:37,P2212B0043198233,632998,25.01,Refund,Refund UX,Blocked,345678*****4564,1234,UX BOT,8/12/2022 3:37,P221210018196730,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:37,P2212B0043198235,632998,99,Refund,Refund UX,Blocked,601531******5676,1234,UX BOT,8/12/2022 3:37,P221210018196731,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:37,P2212B0043198238,632998,25.99,123Refund,Refund UX,Blocked,558715******1374,1234,UX BOT,8/12/2022 3:37,P221210018196733,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:37,P2212B0043198240,632998,26,Refund,Refund UX,Blocked,222100******2347,223,UX Token Bot,8/12/2022 3:37,P221210018196734,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:38,P2212B0043198242,632998,26.12,Refund,Refund UX,Blocked,512345******2346,1023,SUCCESSFUL,8/12/2022 3:38,P221210018196735,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:38,P2212B0043198244,632998,25.99,Refund@234,Refund UX,Blocked,345678*****4564,1234,UX BOT,8/12/2022 3:38,P221210018196736,25,Refund,Refund,testuatautomation@gmail.com
8/12/2022 3:40,P221210018196752,632998,5,WebpaymentC,WebPayC,Successful,411111******1111,1031,UX BOT,8/12/2022 3:40,P221210018196751,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
8/12/2022 3:40,P221210018196755,632998,9,WebpaymentC,WebPayC,Successful,558715******1374,1031,UX BOT,8/12/2022 3:40,P221210018196754,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
8/12/2022 3:41,P221210018196757,632998,10,WebpaymentC,WebPayC,Successful,222100******2347,1031,UX BOT,8/12/2022 3:41,P221210018196756,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
8/12/2022 3:41,P221210018196760,632998,7,WebpaymentC,WebPayC,Successful,345678*****4564,1031,UX BOT,8/12/2022 3:41,P221210018196759,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
8/12/2022 3:41,P221210018196762,632998,7,WebpaymentC,WebPayC,Successful,601531******5676,1031,UX BOT,8/12/2022 3:41,P221210018196761,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
8/12/2022 3:41,P221210018196764,632998,2,WebpaymentC,WebPayC,Successful,361295****2349,1031,UX BOT,8/12/2022 3:41,P221210018196763,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
8/12/2022 3:42,P221210018196767,632998,5,WebpaymentRef,WebPayC,Successful,411111******1111,1031,UX BOT,8/12/2022 3:42,P221210018196766,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
8/12/2022 3:42,P221210018196770,632998,9,Webpayment123,WebPayC,Successful,558715******1374,1031,UX BOT,8/12/2022 3:42,P221210018196769,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
8/12/2022 3:42,P221210018196774,632998,10,Webpayment@123,WebPayC,Successful,222100******2347,1031,UX BOT,8/12/2022 3:42,P221210018196772,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
8/12/2022 3:42,P221210018196777,632998,7,Webpayment&ryrtd123,WebPayC,Successful,345678*****4564,1031,UX BOT,8/12/2022 3:42,P221210018196776,10,WebpaymentC,WebPayC,testuatautomation@gmail.com
